DATE,Total Voice Traffic in Erlang 2G,Total Voice Traffic in Erlang 3G,Volte Traffic,Total DATA Traffic in GB 2G,Total DATA Traffic in GB 3G,Total DATA Traffic in GB 4G,Voice Erlang per node 2G,Voice Erlang per node 3G,Voice Erlang per node 4G,Data Traffic per Node in (GB) 2G,Data Traffic per Node in (GB) 3G,Data Traffic per Node in (GB) 4G,VLR Unique Count,Data VLR Count 2G,Data VLR Count 3G,Data VLR Count 4G,Busy Hour voice Traffic 2G,Busy Hour voice Traffic per node 3G,Busy Hour voice Traffic per node 2G,Busy Hour voice Traffic 3G,Total Voice Traffic(Erlang),Total Data Volume in (TB) ,3G Data Throughput(in Gbps),4G Data Throughput(in Gbps)
10-07-2023,"63,429","40,878",388.7,331,34676.9,3753.6,51.74,36.43,2.21,0.3,30.9,25,834879,49118,99073,8195,5295,3358,4.3,3.2,104307,37.9,3.21,0.35
11-07-2023,"64,225","40,465",382.4,337,34658.6,3854.9,52.39,36.07,2.25,0.3,30.9,25.7,845685,50470,97316,8214,5321,3305,4.3,3.1,104690,37.9,3.21,0.36
12-07-2023,"63,936","40,595",390.2,341,34731.3,3753.5,52.15,36.18,2.27,0.3,31,25,857533,51785,97656,7903,5398,3260,4.4,3.1,104531,37.9,3.22,0.35
13-07-2023,"65,015","41,062",379.7,346,35939.1,3841.9,53.03,36.6,2.31,0.3,32,25.6,869154,50071,99127,8351,5363,3333,4.4,3.1,106077,39.2,3.33,0.36
14-07-2023,"62,984","39,041",377.1,367,35722,3865.5,51.37,34.8,2.45,0.3,31.8,25.8,881218,53040,97871,8185,5506,3239,4.5,3.1,102025,39,3.31,0.36
15-07-2023,"62,039","38,974",354.9,355,35781,3782.7,50.6,34.74,2.37,0.3,31.9,25.2,893828,50033,97909,7874,5066,3023,4.1,2.9,101013,39,3.31,0.35
16-07-2023,"59,097","35,593",335.3,352,36193.7,3715.8,48.2,31.72,2.35,0.3,32.3,24.8,900026,49520,96520,7758,5152,3043,4.2,2.9,94690,39.3,3.35,0.34
17-07-2023,"63,886","39,718",355.1,349,34779.3,3611.1,52.11,35.4,2.33,0.3,31,24.1,910075,49383,97966,8194,5321,3164,4.3,3,103604,37.8,3.22,0.33
18-07-2023,"62,794","39,651",343.9,363,35229.3,3383.6,51.22,35.34,2.42,0.3,31.4,22.6,918796,50037,97809,7915,5110,3133,4.1,3,102445,38.1,3.26,0.31
19-07-2023,"63,020","40,098",350.2,358,35066.9,3649.5,51.4,35.74,2.39,0.3,31.3,24.3,927962,54826,99129,8047,5165,3236,4.2,3.1,103118,38.2,3.25,0.34
20-07-2023,"63,313","39,833",374.8,369,35623.6,3853.3,51.64,35.5,2.46,0.3,31.8,25.7,937079,51705,97271,8294,5219,3161,4.2,3,103146,38.9,3.3,0.36
21-07-2023,"61,628","38,609",352.1,370,35057.5,3434.3,50.27,34.41,2.47,0.3,31.2,22.9,945273,54025,97291,7649,5388,3243,4.4,3.1,100237,38,3.25,0.32
22-07-2023,"62,482","37,812",353,369,35411.6,3601.4,50.96,33.7,2.46,0.3,31.6,24,955531,54490,97819,7767,5402,3087,4.4,2.9,100294,38.5,3.28,0.33
23-07-2023,"58,924","34,882",318.4,355,36333.4,3736.2,48.06,31.09,2.37,0.3,32.4,24.9,962331,52185,97510,7999,5022,3001,4.1,2.8,93806,39.5,3.36,0.35
24-07-2023,"62,041","40,263",361.7,347,35055.4,3759.1,50.6,35.89,2.31,0.3,31.2,25.1,969480,51345,99222,8158,5122,3252,4.2,3.1,102304,38.2,3.25,0.35
25-07-2023,"62,817","40,202",375.1,355,34900.3,3823.9,51.24,35.83,2.37,0.3,31.1,25.5,976972,52208,100398,8330,5317,3311,4.3,3.1,103019,38.2,3.23,0.35
26-07-2023,"62,164","40,203",375,347,35217.6,"3,742.47",50.7,35.83,2.31,0.3,31.4,24.9,985061,51353,100570,8146,5267,3245,4.3,3.1,102367,38.4,3.26,0.35
27-07-2023,"62,345","39,904",364.9,350,35722.5,"3,778.34",50.85,35.57,2.33,0.3,31.8,25.2,993748,50407,100400,8276,5225,3255,4.2,3.1,102249,38.9,3.31,0.35
28-07-2023,"60,756","38,656",330,376,35190,"3,534.97",49.56,34.45,2.51,0.3,31.4,23.6,1001493,50073,99275,8110,5037,3105,4.1,2.9,99412,38.2,3.26,0.33
29-07-2023,"55,114","33,647",237.8,382,33871.6,"2,948.56",44.95,29.99,2.55,0.3,30.2,19.7,1010223,52451,95610,7495,4545,2683,3.7,2.5,88761,36.3,3.14,0.27
30-07-2023,"55,694","32,216",274.9,381,33549.9,"3,308.81",45.43,28.71,2.54,0.3,29.9,22.1,1016354,52535,95693,7567,5267,2879,4.3,2.7,87910,36.4,3.11,0.31
31-07-2023,"59,793","37,547",331.6,378,33943.8,"3,614.69",48.77,33.46,2.52,0.3,30.3,24.1,1022558,52099,95856,8100,5077,3029,4.1,2.9,97340,37,3.14,0.33
01-08-2023,"61,662","38,047",332.2,394,34396.5,"3,630.88",50.3,33.91,2.63,0.3,30.7,24.2,651994,53190,96525,8149,5518,3196,4.5,3,99709,37.5,3.18,0.34
02-08-2023,"63,568","37,075",303.2,414,33844.1,3536.9,51.85,33.04,2.76,0.3,30.2,23.6,682851,54491,92243,7598,5292,2891,4.3,2.7,100643,36.9,3.13,0.33
03-08-2023,"60,965","37,758",321,397,34435.9,3590.37,49.73,33.65,2.65,0.3,30.7,23.9,704974,51707,95556,8089,5411,3099,4.4,2.9,98723,37.5,3.19,0.33
04-08-2023,"59,982","37,400",351.7,387,34905,3701.9,48.92,33.33,2.58,0.3,31.1,24.7,725245,51414,97221,8157,5612,3189,4.6,3,97382,38.1,3.23,0.34
05-08-2023,"61,035","37,415",335.8,382,35452.7,3835.93,49.78,33.35,2.55,0.3,31.6,25.6,742939,51305,96151,8184,5509,3071,4.5,2.9,98450,38.7,3.28,0.36
06-08-2023,"57,688","33,889",318.6,388,36228.1,3824.52,47.05,30.2,2.59,0.3,32.3,25.5,754238,51063,95200,7971,5385,3036,4.4,2.9,91577,39.5,3.35,0.35
07-08-2023,"62,356","37,454",347.5,394,35236.7,3667.79,50.86,33.38,2.63,0.3,31.4,24.5,765674,51577,94404,8075,5718,3101,4.6,2.9,99810,38.4,3.26,0.34
08-08-2023,"60,349","37,967",346.2,380,34943,3758.8,49.22,33.84,2.53,0.3,31.1,25.1,778808,50062,96839,8296,5518,3167,4.5,3,98316,38.2,3.24,0.35
09-08-2023,"59,600","37,427",343.9,363,34723.7,3726.26,48.61,33.36,2.42,0.3,30.9,24.8,791946,51175,96692,8292,5353,3123,4.3,2.9,97027,37.9,3.22,0.35
10-08-2023,"60,344","37,889",381.2,380,34991.3,3823.29,49.22,33.77,2.53,0.3,31.2,25.5,803513,51182,96358,8389,5365,3104,4.4,2.9,98233,38.3,3.24,0.35
11-08-2023,"59,647","37,864",360.3,391,35040.3,3792.95,48.65,33.75,2.61,0.3,31.2,25.3,814515,53282,96233,8370,5384,3098,4.4,2.9,97511,38.3,3.24,0.35
12-08-2023,"59,045","36,137",332.5,386,35131.3,3899.23,48.16,32.21,2.57,0.3,31.3,26,826443,51699,94436,8268,5326,3027,4.3,2.9,95182,38.5,3.25,0.36
13-08-2023,"57,400","33,558",342.6,377,35243.3,3992.33,46.82,29.91,2.51,0.3,31.4,26.6,835421,52468,94729,8189,5492,3009,4.5,2.8,90958,38.7,3.26,0.37
14-08-2023,"59,826","37,776",372.7,365,34773.6,3876.6,48.8,33.67,2.43,0.3,31,25.8,847080,51890,96942,8232,5236,3093,4.3,2.9,97602,38.1,3.22,0.36
15-08-2023,"55,385","32,645",349.3,395,37477.9,4121.68,45.18,29.1,2.63,0.3,33.4,27.5,856520,50848,95179,8270,5208,2989,4.2,2.8,88030,41,3.47,0.38
16-08-2023,"60,200","37,826",376.2,371,34492.6,3883.43,49.1,33.71,2.47,0.3,30.7,25.9,868904,50746,94563,8186,5376,3060,4.4,2.9,98026,37.8,3.19,0.36
17-08-2023,"60,991","37,142",313.8,381,33645.7,3777.28,49.75,33.1,2.54,0.3,30,25.2,878491,52258,93606,7830,5528,3025,4.5,2.9,98133,36.9,3.12,0.35
18-08-2023,"58,397","36,253",350.1,390,34357.7,3902.25,47.63,32.31,2.6,0.3,30.6,26,887306,51564,95105,8219,5202,2993,4.2,2.8,94650,37.7,3.18,0.36
19-08-2023,"59,425","36,995",360.5,381,34783.6,3921.73,48.47,32.97,2.54,0.3,31,26.1,897409,51810,95964,7996,5227,3066,4.2,2.9,96420,38.2,3.22,0.36
20-08-2023,"57,005","33,877",312.3,362,35583.6,3875.73,46.5,30.19,2.41,0.3,31.7,25.8,902212,51184,94681,7807,5245,2974,4.3,2.8,90882,38.9,3.29,0.36
21-08-2023,"60,134","37,796",318.3,360,32912.2,3514.08,49.05,33.69,2.4,0.3,29.3,23.4,916148,52520,96127,8028,5342,3091,4.3,2.9,97930,35.9,3.05,0.33
22-08-2023,"60,987","37,504",345.78,374,33647.2,3680.91,49.74,33.43,2.49,0.3,30,24.5,923200,52985,96297,8331,5599,3128,4.5,3,98491,36.8,3.12,0.34
23-08-2023,"59,327","36,001",344.89,382,33666,"3,730.78",48.39,32.09,2.55,0.3,30,24.9,932358,51939,94220,8192,5329,2960,4.3,2.8,95328,36.9,3.12,0.35
24-08-2023,"61,166","37,836",356.09,368,33921.2,3793.3,49.89,33.72,2.45,0.3,30.2,25.3,941582,51261,94914,8292,5589,3218,4.5,3,99002,37.2,3.14,0.35
25-08-2023,"59,133","37,721",361.8,367,34664.4,3843.48,48.23,33.62,2.45,0.3,30.9,25.6,950273,49770,95365,8302,5463,3229,4.4,3,96854,38,3.21,0.36
26-08-2023,"58,918","36,753",344.1,357,34766.1,3758.81,48.06,32.76,2.38,0.3,31,25.1,954486,49578,96727,8220,5243,3075,4.3,2.9,95671,38,3.22,0.35
27-08-2023,"56,120","34,151",345.2,344,35284.5,3726.62,45.77,30.44,2.29,0.3,31.4,24.8,960853,48380,97409,7971,5229,3072,4.2,2.9,90271,38.4,3.27,0.35
28-08-2023,"59,562","38,269",345.3,347,33759.3,3671.35,48.58,34.11,2.31,0.3,30.1,24.5,968244,48916,97725,8354,5437,3221,4.4,3,97831,36.9,3.13,0.34
29-08-2023,"60,682","38,814",375.5,342,33218.6,3750.96,49.5,34.59,2.28,0.3,29.6,25,976616,47784,97273,8389,5408,3305,4.4,3.1,99496,36.4,3.08,0.35
30-08-2023,"60,609","38,627",362.6,344,33892.9,3843.49,49.44,34.43,2.29,0.3,30.2,25.6,985467,48019,98226,8098,5227,3077,4.2,2.9,99236,37.2,3.14,0.36
31-08-2023,"57,683","36,482",325.8,374,35152.5,3785.68,47.05,32.52,2.49,0.3,31.3,25.2,995070,47611,95843,8054,5055,3091,4.1,2.9,94165,38.4,3.25,0.35
01-09-2023,"57,121","36,669",308.2,363,33613.1,3583.18,46.59,32.68,2.42,0.3,30,23.9,629758,47317,97093,8231,5154,3120,4.2,2.9,93790,36.7,3.11,0.33
02-09-2023,"56,489","35,267",337.5,357,33373.2,3999,46.08,31.43,2.38,0.3,29.7,26.7,668105,47317,97093,8231,4967,2842,4,2.7,91756,36.8,3.09,0.37
03-09-2023,"54,727","33,152",326.2,345,33327,3905.28,44.64,29.55,2.3,0.3,29.7,26,694788,47317,97093,8231,5057,2986,4.1,2.8,87879,36.7,3.09,0.36
04-09-2023,"61,119","37,729",378.8,364,33852.6,3860.58,49.85,33.63,2.43,0.3,30.2,25.7,715627,48284,94755,8494,5523,3181,4.5,3,98848,37.2,3.13,0.36
05-09-2023,"61,946","38,602",381.6,373,34442.1,3986.84,50.53,34.4,2.49,0.3,30.7,26.6,732460,48901,95811,8597,5519,3164,4.5,3,100548,37.9,3.19,0.37
06-09-2023,"59,339","36,868",368.2,378,34371.6,3993.16,48.4,32.86,2.52,0.3,30.6,26.6,748433,50266,95443,8585,5215,2949,4.2,2.8,96207,37.8,3.18,0.37
07-09-2023,"57,390","34,742",321.4,360,33868.8,3870.07,46.81,30.96,2.4,0.3,30.2,25.8,763320,49499,92341,8059,5151,2896,4.2,2.7,92132,37.2,3.14,0.36
08-09-2023,"59,035","35,787",308.4,357,33810.5,3580.09,48.15,31.9,2.38,0.3,30.1,23.9,778643,44249,85633,7792,5333,2994,4.3,2.8,94822,36.9,3.13,0.33
09-09-2023,"57,938","35,111",315.6,358,33614,3912.7,47.26,31.29,2.39,0.3,30,26.1,790325,46551,88097,8196,5122,2898,4.2,2.7,93049,37,3.11,0.36
10-09-2023,"55,257","33,162",306.1,341,35028.8,3923.27,45.07,29.56,2.27,0.3,31.2,26.2,798623,45267,89327,8187,5169,2983,4.2,2.8,88419,38.4,3.24,0.36
11-09-2023,"59,542","37,306",375.9,353,33679.4,3919.9,48.57,33.25,2.35,0.3,30,26.1,808051,49386,89885,8559,5316,3087,4.3,2.9,96848,37.1,3.12,0.36
12-09-2023,"58,655","37,876",358.4,350,33860.4,4018.36,47.84,33.76,2.33,0.3,30.2,26.8,818535,49047,90977,8358,5364,3194,4.4,3,96531,37.3,3.14,0.37
13-09-2023,"58,470","38,143",355.8,352,33639.8,3912.78,47.69,34,2.35,0.3,30,26.1,827560,48367,91923,8424,5336,3243,4.3,3.1,96613,37,3.11,0.36
14-09-2023,"59,877","37,956",318.41,370,34479.8,3888.69,48.84,33.83,2.47,0.3,30.7,25.9,837224,48285,91495,8382,5537,3188,4.5,3,97833,37.8,3.19,0.36
15-09-2023,"59,381","37,395",325.43,371,34616.2,4016.64,48.43,33.33,2.47,0.3,30.9,26.8,847221,48709,92715,8663,5463,3190,4.4,3,96776,38.1,3.21,0.37
16-09-2023,"59,774","37,922",365.33,347,34123.3,3987.65,48.76,33.8,2.31,0.3,30.4,26.6,856333,46149,93681,8672,5524,3190,4.5,3,97696,37.6,3.16,0.37
17-09-2023,"59,199","37,262",290.96,345,34820.3,3977.66,48.29,33.21,2.3,0.3,31,26.5,865386,47233,91987,8065,5434,3189,4.4,3,96461,38.2,3.22,0.37
18-09-2023,"55,031","34,728",329.18,346,33950.2,3929.87,44.89,30.95,2.31,0.3,30.3,26.2,872922,47849,91629,8419,4669,2778,3.8,2.6,89759,37.3,3.14,0.36
19-09-2023,"58,281","37,192",356.9,361,34347.6,3957.79,47.54,33.15,2.41,0.3,30.6,26.4,880292,48964,93186,8134,5212,3045,4.2,2.9,95473,37.8,3.18,0.37
20-09-2023,"58,486","37,287",370.5,359,34197.3,3815.99,47.7,33.23,2.39,0.3,30.5,25.4,888237,49819,92692,8579,5335,3056,4.3,2.9,95773,37.5,3.17,0.35
21-09-2023,"59,673","36,270",377.2,385,33857.4,4042.58,48.67,32.33,2.57,0.3,30.2,27,896163,51182,89991,8474,5402,3032,4.4,2.9,95943,37.4,3.13,0.37
22-09-2023,"60,217","35,644",321.1,385,34675.2,4077.39,49.12,31.77,2.57,0.3,30.9,27.2,903941,51003,91639,8203,5315,2904,4.3,2.7,95861,38.2,3.21,0.38
23-09-2023,"57,463","34,337",353.2,377,34512.2,4082.05,46.87,30.6,2.51,0.3,30.8,27.2,912195,50740,90729,8558,5236,2981,4.3,2.8,91800,38.1,3.2,0.38
24-09-2023,"55,027","31,916",299.4,371,35356.7,3962.1,44.88,28.45,2.47,0.3,31.5,26.4,918254,50047,91006,7991,5138,2822,4.2,2.7,86943,38.8,3.27,0.37
25-09-2023,"56,768","35,065",313.2,355,34069.6,3467.67,46.3,31.25,2.37,0.3,30.4,23.1,924128,49983,90880,7975,4789,2810,3.9,2.7,91833,37,3.15,0.32
26-09-2023,"58,872","36,848",331.2,373,33758.9,3773.67,48.02,32.84,2.49,0.3,30.1,25.2,931743,50453,92099,8134,5286,3125,4.3,2.9,95720,37,3.13,0.35
27-09-2023,"58,943","36,887",358.8,370,34636.6,4026.17,48.08,32.88,2.47,0.3,30.9,26.8,939089,50433,92075,8241,5315,3081,4.3,2.9,95830,38.1,3.21,0.37
28-09-2023,"58,690","34,975",310.7,383,34268.8,3942.62,47.87,31.17,2.55,0.3,30.5,26.3,947270,53559,89763,7926,5426,3055,4.4,2.9,93665,37.7,3.17,0.37
29-09-2023,"59,015","36,955",325.8,367,33714.4,3769.69,48.14,32.94,2.45,0.3,30,25.1,955001,49723,92688,8676,5295,3134,4.3,3,95970,37,3.12,0.35
30-09-2023,"58,160","35,622",331.4,372,33849.7,3702.99,47.44,31.75,2.48,0.3,30.2,24.7,962707,49296,89006,8553,5113,2957,4.2,2.8,93782,37,3.13,0.34
01-10-2023,"57,877","32,020",295.1,393,34479.8,3653.96,47.21,28.54,2.62,0.3,30.7,24.4,621465,50850,85553,7932,5137,2841,4.2,2.7,89897,37.6,3.19,0.34
02-10-2023,"56,506","32,770",284,387,34808.1,3702.33,46.09,29.21,2.58,0.3,31,24.7,654248,50478,89122,7912,5120,2863,4.2,2.7,89276,38,3.22,0.34
03-10-2023,"61,685","36,278",345.9,379,33609.3,3763.33,50.31,32.33,2.53,0.3,30,25.1,678508,50162,88540,8362,5554,3078,4.5,2.9,97963,36.9,3.11,0.35
04-10-2023,"63,569","37,530",346.9,389,33411.2,3725.38,51.85,33.45,2.59,0.3,29.8,24.8,697932,50702,87904,8553,5858,3152,4.8,3,101099,36.6,3.09,0.34
05-10-2023,"60,728","36,946",389.2,373,32284.4,3881.03,49.53,32.93,2.49,0.3,28.8,25.9,714739,49743,90104,8600,5503,3103,4.5,2.9,97674,35.7,2.99,0.36
06-10-2023,"57,445","35,120",371.6,366,33143.4,3981.45,46.86,31.3,2.44,0.3,29.5,26.5,729495,50557,90642,8755,5190,2901,4.2,2.7,92565,36.6,3.07,0.37
07-10-2023,"58,133","36,298",347.1,355,34320.6,3547.46,47.42,32.35,2.37,0.3,30.6,23.6,743015,49984,91467,8639,5200,3082,4.2,2.9,94431,37.3,3.18,0.33
08-10-2023,"54,166","32,160",341.9,350,33898.7,3704.23,44.18,28.66,2.33,0.3,30.2,24.7,755311,50131,89947,8749,5180,2791,4.2,2.6,86326,37.1,3.14,0.34
09-10-2023,"59,119","37,495",369.4,344,32396.9,3826.82,48.22,33.42,2.29,0.3,28.9,25.5,762578,48180,92073,8783,5347,3125,4.3,2.9,96614,35.7,3,0.35
10-10-2023,"58,740","38,096",406.6,346,32933.7,3905.54,47.91,33.95,2.31,0.3,29.4,26,774632,49316,93178,8997,5433,3257,4.4,3.1,96836,36.3,3.05,0.36
11-10-2023,"58,345","37,303",412.8,340,33199.4,3992.59,47.59,33.25,2.27,0.3,29.6,26.6,786359,48437,93524,9053,5247,3131,4.3,3,95648,36.7,3.07,0.37
12-10-2023,"59,360","38,120",418.3,340,33351.8,4030.52,48.42,33.98,2.27,0.3,29.7,26.9,797494,48367,94080,9133,5456,3248,4.4,3.1,97480,36.8,3.09,0.37
13-10-2023,"57,346","36,559",380.4,348,33019.3,4024.16,46.77,32.58,2.32,0.3,29.4,26.8,804561,48532,92460,8882,5336,3168,4.3,3,93905,36.5,3.06,0.37
14-10-2023,"54,654","34,111",367.5,345,33618.2,3881.04,44.58,30.4,2.3,0.3,30,25.9,817740,49757,96747,8734,4839,2698,3.9,2.5,88765,37,3.11,0.36
15-10-2023,"53,073","32,121",368.3,330,34887.5,4086.77,43.29,28.63,2.2,0.3,31.1,27.2,826753,49605,93162,8717,5150,2928,4.2,2.8,85194,38.4,3.23,0.38
16-10-2023,"56,527","37,292",406.3,316,33303.9,3933.85,46.11,33.24,2.11,0.3,29.7,26.2,834043,49457,95272,8760,5187,3115,4.2,2.9,93819,36.7,3.08,0.36
17-10-2023,"56,732","36,766",365.8,334,33557.7,3831.74,46.27,32.77,2.23,0.3,29.9,25.5,842086,48583,94302,8929,5073,2944,4.1,2.8,93498,36.8,3.11,0.35
18-10-2023,"55,907","37,174",365.4,326,33816.9,3899.87,45.6,33.13,2.17,0.3,30.1,26,850418,48899,95739,9004,4963,3077,4,2.9,93081,37.2,3.13,0.36
19-10-2023,"55,784","36,201",413.5,339,34658.5,3923.75,45.5,32.26,2.26,0.3,30.9,26.2,860306,48534,95373,9076,4904,2809,4,2.7,91985,38,3.21,0.36
20-10-2023,"53,699","35,541",359.1,355,35064.9,3602.48,43.8,31.68,2.37,0.3,31.3,24,870711,48367,97196,8739,4654,2805,3.8,2.6,89240,38.1,3.25,0.33
21-10-2023,"50,704","32,940",339.6,340,34314.5,3530.2,41.36,29.36,2.27,0.3,30.6,23.5,882201,47890,95359,8632,4281,2443,3.5,2.3,83644,37.3,3.18,0.33
22-10-2023,"45,220","27,548",334.9,318,34306.5,3787.47,36.88,24.55,2.12,0.3,30.6,25.2,889206,46026,93901,8410,3991,2184,3.2,2.1,72768,37.5,3.18,0.35
23-10-2023,"45,241","27,467",364.3,316,33417.4,3779.59,36.9,24.48,2.11,0.3,29.8,25.2,894330,46671,93008,8424,3733,2002,3,1.9,72708,36.6,3.09,0.35
24-10-2023,"48,775","29,571",335.2,338,33089.7,3686.35,39.78,26.36,2.25,0.3,29.5,24.6,899963,47094,90101,8068,4264,2396,3.5,2.3,78346,36.2,3.06,0.34
25-10-2023,"52,160","33,998",399.3,341,33521.3,3546.5,42.54,30.3,2.27,0.3,29.9,23.6,904932,48297,92385,8479,4478,2722,3.6,2.6,86158,36.5,3.1,0.33
26-10-2023,"54,301","37,123",391.6,336,34098.7,3475.29,44.29,33.09,2.24,0.3,30.4,23.2,915469,48346,95367,8680,4842,3044,3.9,2.9,91424,37,3.16,0.32
27-10-2023,"54,317","36,892",396.6,343,34062.9,3523.44,44.3,32.88,2.29,0.3,30.4,23.5,924986,48667,96213,8783,4927,3109,4,2.9,91209,37,3.15,0.33
28-10-2023,"54,304","36,465",372.94,344,34912.8,3725.5,44.29,32.5,2.29,0.3,31.1,24.8,933944,50353,95671,8634,4922,3073,4,2.9,90769,38.1,3.23,0.34
29-10-2023,"51,222","32,880",342.36,322,35809.2,3928.9,41.78,29.3,2.15,0.3,31.9,26.2,943278,49598,95736,8184,4866,2895,3.9,2.7,84102,39.1,3.32,0.36
30-10-2023,"56,631","38,895",391.21,318,33931.5,3713.43,46.19,34.67,2.12,0.3,30.2,24.8,951309,49618,97699,8439,5195,3269,4.2,3.1,95526,37.1,3.14,0.34
31-10-2023,"55,927","38,931",354.54,324,33894.9,3443.01,45.62,34.7,2.16,0.3,30.2,23,958855,50486,97404,8599,5138,3227,4.2,3,94858,36.8,3.14,0.32
01-11-2023,"55,809","38,623",392.55,327,34148.1,3454.58,45.52,34.42,2.18,0.3,30.4,23,622911,49494,98566,8830,5050,3235,4.1,3.1,94432,37,3.16,0.32
02-11-2023,"56,094","38,328",272.59,345,35115.8,"3,655.44",45.75,34.16,2.3,0.3,31.3,24.4,651835,50759,97970,8762,5241,3240,4.3,3.1,94422,38.2,3.25,0.34
03-11-2023,"55,157","37,959",332.1,343,34318,3706.94,44.99,33.83,2.29,0.3,30.6,24.7,672789,51482,97314,8520,5247,3322,4.3,3.1,93116,37.5,3.18,0.34
04-11-2023,"54,887","37,198",368.36,335,35357.4,3812.12,44.77,33.15,2.23,0.3,31.5,25.4,692294,50215,98368,8390,5160,3194,4.2,3,92085,38.6,3.27,0.35
05-11-2023,"51,220","32,352",344.51,319,35307,3955.52,41.78,28.83,2.13,0.3,31.5,26.4,704586,49444,96446,8484,4944,2773,4,2.6,83572,38.7,3.27,0.37
06-11-2023,"55,036","37,952",411.4,305,33005.2,3775.15,44.89,33.83,2.03,0.2,29.4,25.2,716787,47872,98518,8964,5163,3244,4.2,3.1,92988,36.2,3.06,0.35
07-11-2023,"54,540","37,980",401.3,321,33559.7,3635.94,44.49,33.85,2.14,0.3,29.9,24.2,733863,50263,97322,8489,5178,3275,4.2,3.1,92520,36.6,3.11,0.34
08-11-2023,"51,857","37,603",347.8,307,33277.2,3102.98,42.3,33.51,2.05,0.3,29.7,20.7,746422,49075,98856,8150,4730,3158,3.8,3,89460,35.8,3.08,0.29
09-11-2023,"52,867","38,198",444.6,301,32788.7,3685.73,43.12,34.04,2.01,0.2,29.2,24.6,758863,49836,99191,8872,5082,3162,4.1,3,91065,35.9,3.04,0.34
10-11-2023,"50,580","35,618",385,305,33160.9,3546.99,41.26,31.75,2.03,0.2,29.6,23.6,770302,48568,100082,8755,4732,2850,3.8,2.7,86198,36.1,3.07,0.33
11-11-2023,"49,027","33,547",366.4,303,33910.7,3540.05,39.99,29.9,2.02,0.2,30.2,23.6,784695,47718,97675,8825,4469,2743,3.6,2.6,82574,36.9,3.14,0.33
12-11-2023,"41,943","27,366",265.3,278,33199.1,3516.95,34.21,24.39,1.85,0.2,29.6,23.4,793824,45860,96210,8416,3172,1756,2.6,1.7,69309,36.1,3.07,0.33
13-11-2023,"50,211","34,033",236.7,300,34150.3,3555.71,40.96,30.33,2,0.2,30.4,23.7,800526,46902,95774,8461,4550,2867,3.7,2.7,84244,37.1,3.16,0.33
14-11-2023,"52,313","36,654",368.8,305,33925.4,3555.71,42.67,32.67,2.03,0.2,30.2,23.7,811042,47742,96172,8487,4576,2989,3.7,2.8,88967,36.9,3.14,0.33
15-11-2023,"49,748","33,636",345.2,316,35377.8,3728.12,40.58,29.98,2.11,0.3,31.5,24.9,822323,46243,95810,8641,4500,2659,3.7,2.5,83384,38.5,3.28,0.35
16-11-2023,"52,093","36,472",373.6,317,34394.9,3772.46,42.49,32.51,2.11,0.3,30.7,25.1,833204,48158,95586,8775,4761,2935,3.9,2.8,88565,37.6,3.18,0.35
17-11-2023,"50,601","34,798",357.3,322,34154.8,3730.44,41.27,31.01,2.15,0.3,30.4,24.9,844552,49277,94833,8810,4621,2901,3.8,2.7,85399,37.3,3.16,0.35
18-11-2023,"46,269","31,638",330.58,324,34147.6,3660.18,37.74,28.2,2.16,0.3,30.4,24.4,855629,49716,94076,8626,3593,2178,2.9,2.1,77907,37.2,3.16,0.34
19-11-2023,"38,305","23,364",252.25,322,34342.2,3755.88,31.24,20.82,2.15,0.3,30.6,25,861234,48823,92211,8392,3543,1830,2.9,1.7,61669,37.5,3.18,0.35
20-11-2023,"46,929","31,672",331.12,316,34043,3738.96,38.28,28.23,2.11,0.3,30.3,24.9,867598,48843,93418,8594,4403,2785,3.6,2.6,78601,37.2,3.15,0.35
21-11-2023,"51,411","37,135",371.13,301,32668.5,3423.65,41.93,33.1,2.01,0.2,29.1,22.8,872671,49522,95605,8640,4804,3104,3.9,2.9,88546,35.5,3.02,0.32
22-11-2023,"49,860","38,861",480.74,284,32424.7,3533.98,40.67,34.64,1.89,0.2,28.9,23.6,882539,49942,96826,9029,4868,3206,4,3,88721,35.4,3,0.33
23-11-2023,"52,306","38,580",365.07,305,33426.1,3164.12,42.66,34.39,2.03,0.2,29.8,21.1,892355,49974,97229,8644,4659,3068,3.8,2.9,90886,36,3.1,0.29
24-11-2023,"52,053","38,316",404.55,307,33057.3,3542.58,42.46,34.15,2.05,0.3,29.5,23.6,902404,50081,98469,8900,4523,2934,3.7,2.8,90369,36,3.06,0.33
25-11-2023,"52,490","37,868",410.93,311,33646.6,3633.34,42.81,33.75,2.07,0.3,30,24.2,911974,51359,97693,8960,4834,3122,3.9,2.9,90358,36.7,3.12,0.34
26-11-2023,"49,237","34,063",384.55,299,34938.4,3664.03,40.16,30.36,1.99,0.2,31.1,24.4,917231,49564,96990,8626,4663,2899,3.8,2.7,83300,38,3.24,0.34
27-11-2023,"51,390","36,078",407.46,303,34219.3,3598.57,41.92,32.16,2.02,0.2,30.5,24,923557,50024,97066,8675,4770,3051,3.9,2.9,87468,37.2,3.17,0.33
28-11-2023,"52,995","39,002",366.72,298,33759.1,3246.98,43.23,34.76,1.99,0.2,30.1,21.6,929759,49184,98319,8691,4825,3114,3.9,2.9,91997,36.4,3.13,0.3
